EE50.SLX.8966.N701_N504.bam	EE50.SLX.8966.N701_N505.bam	EE50.SLX.8966.N701_N507.bam	EE50.SLX.8966.N701_N508.bam	EE50.SLX.8966.N702_N501.bam	EE50.SLX.8966.N702_N502.bam	EE50.SLX.8966.N702_N504.bam	EE50.SLX.8966.N702_N506.bam	EE50.SLX.8966.N703_N501.bam	EE50.SLX.8966.N703_N502.bam	EE50.SLX.8966.N703_N507.bam	EE50.SLX.8966.N704_N502.bam	EE50.SLX.8966.N704_N504.bam	EE50.SLX.8966.N704_N505.bam	EE50.SLX.8966.N704_N506.bam	EE50.SLX.8966.N704_N507.bam	EE50.SLX.8966.N704_N508.bam	EE50.SLX.8966.N705_N501.bam	EE50.SLX.8966.N705_N502.bam	EE50.SLX.8966.N705_N504.bam	EE50.SLX.8966.N705_N505.bam	EE50.SLX.8966.N705_N506.bam	EE50.SLX.8966.N705_N507.bam	EE50.SLX.8966.N706_N501.bam	EE50.SLX.8966.N706_N506.bam	EE50.SLX.8966.N706_N507.bam	EE50.SLX.8966.N707_N501.bam	EE50.SLX.8966.N707_N502.bam	EE50.SLX.8966.N707_N503.bam	EE50.SLX.8966.N707_N504.bam	EE50.SLX.8966.N707_N507.bam	EE50.SLX.8966.N707_N508.bam	EE50.SLX.8966.N708_N505.bam	EE50.SLX.8966.N708_N506.bam	EE50.SLX.8966.N708_N508.bam	EE50.SLX.8966.N709_N501.bam	EE50.SLX.8966.N709_N502.bam	EE50.SLX.8966.N709_N504.bam	EE50.SLX.8966.N709_N506.bam	EE50.SLX.8966.N709_N507.bam	EE50.SLX.8966.N709_N508.bam	EE50.SLX.8966.N710_N502.bam	EE50.SLX.8966.N710_N506.bam	EE50.SLX.8966.N710_N507.bam	EE50.SLX.8966.N710_N508.bam	EE50.SLX.8966.N711_N502.bam	EE50.SLX.8966.N711_N507.bam	EE50.SLX.8966.N712_N502.bam	EE50.SLX.8966.N712_N504.bam	EE50.SLX.8966.N712_N505.bam	EE50.SLX.8966.N712_N508.bam
RSG1	0	0	0	0	0	0	2	0	0	5	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FBXO42	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	1	47	0	0	0	0	0	66	0	0	0	0	0	14	0	0	0	0	0	0	13	0	0	0	0	0	68	0	0	0	0	1	0	0	0	0
CROCC	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHB	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAX7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	23	0	0	0	0	38	0	0	0	0	0	0	0	0	268	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS1R2	1	0	1	0	0	0	1	179	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	1	0	0	0	0	117	0	1	0	1	0	1	13	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
ALDH4A1	0	0	0	0	0	0	0	0	0	0	0	44	0	0	12	0	0	90	0	0	0	17	0	0	0	0	0	0	0	6	0	0	0	0	385	27	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0
IFFO2	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBR4	0	0	0	0	0	0	1	0	0	0	0	0	269	3	1	1	0	0	0	1	0	4	53	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	150	0	4	310	0	1	0	0	0	0	0	36
AKR7A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
CAPZB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	43	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	19
PLA2G2C	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2N1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	290	0	0	0	0	0	0	0	0	0	0	0	5	0	0	26	0	0	0	175	0	0	0	0	0	0
MUL1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	78	0	0	0	261	0	0	0	0	0	0
FAM43B	0	0	0	0	0	0	0	0	0	0	0	60	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDA	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDOST	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF17	0	0	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D5	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HP1BP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	10	0	21
EIF4G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
NBPF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP48	1	50	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	132	0	30	0	0	0	1	0	0	13	0	0	0	90	0	0	0	0	1	0	0	0	0	0	0
HSPG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0
ZBTB40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0
LUZP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0
ZNF436	4	460	5	399	519	247	1308	0	1887	447	888	586	533	454	17	1205	486	993	445	758	820	933	408	16	580	1378	751	293	680	597	234	642	362	217	986	334	816	632	238	253	682	511	365	552	1543	4	99	775	852	323	700
C1orf213	9	219	0	153	277	126	520	0	810	242	380	364	245	215	29	456	275	481	311	336	371	501	218	32	289	634	429	146	317	288	126	303	183	111	381	267	343	319	149	106	293	326	145	268	624	8	47	414	431	254	387
TCEA3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	520	0	0	0	0	0	0	79	0	20	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	3	0	0	0	0	0	14	0	0	264	0	0	0	0	0	0	40	0	128	0	0	232	9	0	137	0	0	0	0	749	0	0	0	0	0	0
E2F2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDS2	0	0	0	0	0	0	1	0	0	0	0	0	0	22	1	1	95	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	99	0	0	1	0	0	0	0	0	4
PITHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0
SRSF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
IL22RA1	1	0	0	0	0	0	1	92	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	71	0	0	0	0	1	0	0	0	2	0	0
IL28RA	0	0	0	0	0	0	75	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	282	0	0	0	0	0	0
GRHL3	204	0	45	25	60	56	1	13	0	120	57	69	86	7	1	826	114	252	0	1	0	45	12	0	214	39	6	861	0	27	0	45	329	215	0	32	33	0	28	34	0	15	70	24	1	0	9	30	36	0	9
NIPAL3	0	0	0	115	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	76	0	0	0	29	0	0
RCAN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0
RUNX3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	18	30	84	0	0	0	0	25	0	0	0	351	0	0	1	29	51	7	3	0	0	0	15	0	0	91	35	0	0	51	0	0	0	0	72	0	0
C1orf63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM50A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0
TMEM57	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	42	0	88	0	0	0	0	0	0	0	26	0	0	0	0	163	0	0	0	0	0	3
MAN1C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	325	0	0	0	0	369	1	0	0	0	0	0	0
SEPN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0
PAQR7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PAFAH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXTL1	204	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDIK1L	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRRP1	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP85	0	16	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIN28A	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
DHDDS	0	6	0	0	153	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RPS6KA1	0	0	0	0	15	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	363	0	0	0	1049	0	0	562	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRNP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	21	0
SLC9A1	1	0	0	0	21	0	1	0	0	30	0	19	0	0	1	1	52	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	13	16	0	0	1	51	12	33	17	0	0
WDTC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TMEM222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYTL1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	4	0	0	0	13	0	0	0	8	0	1	1	0	0	21	0	0	0	0	0	0	0	0	1	0	0	0	2	0	8
CD164L2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHDC1	1	65	0	0	0	0	1	0	0	0	0	0	0	19	1	1	0	0	0	1	0	1	0	306	0	0	0	0	0	0	0	14	1	0	0	0	172	0	0	0	0	0	0	0	1	0	32	0	15	0	0
STX12	1	0	27	0	0	0	1	0	0	0	0	0	0	89	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	241	1	0	1	10	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
PPP1R8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
C1orf38	0	0	0	8	92	0	0	1	0	0	0	33	0	115	75	41	0	236	130	0	0	3	124	251	4	0	97	0	0	0	0	0	0	0	0	67	0	0	0	51	0	83	60	0	936	18	32	0	0	0	0
RPA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMPDL3B	0	0	0	0	71	0	0	0	0	0	0	33	0	0	0	0	28	7	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTAFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRNAU1AP	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
RAB42	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMEB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YTHDF2	139	0	0	0	0	0	0	0	20	0	0	0	0	0	160	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	22	0	173	243	0
OPRD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0
EPB41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0
SDC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FABP3	0	0	0	3	0	23	0	0	0	0	6	0	7	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0
SERINC2	1	229	0	0	0	0	1	0	0	0	0	0	0	0	429	1	6	0	0	1	0	4	0	0	409	0	0	0	0	0	0	166	1	0	0	71	0	0	0	20	0	0	0	0	1	0	0	0	0	0	138
TINAGL1	185	17	2	325	98	1	4	0	59	53	0	4	2	9	8	7	5	2	894	5	1	7	0	2	0	0	53	1	119	0	2	0	4	795	2	23	0	15	27	52	82	33	109	13	5	0	11	74	0	2	31
PEF1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
COL16A1	1	0	0	0	0	0	1	11	0	0	0	0	0	2	1	1	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	13	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
BAI2	0	0	0	0	8	0	407	0	0	69	93	0	0	163	0	0	30	0	0	0	0	5	0	0	0	87	0	0	56	40	0	0	0	0	0	34	27	0	62	55	0	0	0	0	2625	0	10	0	0	0	0
SPOCD1	0	0	0	0	0	0	1580	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	0	0	0	0	0
PTP4A2	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	19	0	0
TMEM39B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
KPNA6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	874	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TXLNA	0	0	0	0	0	0	111	1	0	0	0	0	0	4	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
CCDC28B	0	0	0	0	0	0	7	198	0	48	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1543	0	0	0	0	0	0	3	0	0	1049	0	0	0	0	0	0
IQCC	0	0	0	0	65	0	144	1	0	0	0	0	0	27	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0
DCDC2B	0	7	0	0	17	0	649	0	0	0	0	23	0	12	0	0	0	0	18	0	0	5	0	0	0	2	0	2	6	0	0	4	0	0	8	8	0	7	37	80	0	0	0	0	219	0	0	0	0	0	26
TMEM234	1	9	0	0	139	0	4488	0	0	0	0	53	0	133	1	1	0	0	64	1	0	25	0	0	0	5	0	5	21	0	0	33	1	0	11	13	0	16	255	0	0	0	0	0	1945	0	0	0	0	0	53
LCK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	81
HDAC1	0	0	0	0	0	57	0	0	326	0	0	62	0	0	3	0	0	0	0	167	0	0	62	0	0	0	0	0	0	32	0	16	43	6	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSSK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	20	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
ZBTB8B	1	0	0	0	0	0	1	0	56	0	0	0	229	0	1	1	12	34	0	1	0	11	0	0	0	0	165	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	128	1	0	0	0	0	0	0
ZBTB8OS	0	0	0	0	0	116	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0
RBBP4	173	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	69	0	0	77	0	340	0	79	0	0	0	0	0	0	16	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNC	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	1	0	41	0	1	0	0	750	0	217	0	1	0	1	0	1	23	0	0	0	0	0	0	1	0	1	0	0	0	9	1	0
S100PBP	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	17	0	0	0	0	18	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	134	0	0	275	0
FNDC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	244	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HPCA	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF19B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf212	1	0	1	0	0	0	11	3	553	0	1843	245	0	12	2	2	145	1	0	1	0	38	0	1	0	0	0	2	335	17	2501	32	1	827	282	89	0	0	0	1349	0	177	4070	0	1	0	0	0	112	2510	3
DLGAP3	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
ZMYM6	0	0	4	0	0	0	0	1	0	0	0	274	0	1	0	0	0	243	63	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM6NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM4	1	0	1	0	66	0	1	51	0	0	0	0	0	0	2	2	0	1	0	1	0	5	41	1	0	0	0	0	0	0	1	0	1	0	53	29	0	0	0	0	0	0	1	0	1	0	25	0	0	1	0
KIAA0319L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB2	0	0	0	0	0	0	0	0	10	0	0	108	111	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf216	1	0	0	340	0	0	1	0	0	0	677	0	0	57	1	1	1	27	0	1	0	12	0	0	0	0	521	0	0	8	0	0	1	0	148	0	0	0	0	0	0	0	0	0	1	970	0	0	0	0	35
CLSPN	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	37	1	0	0	0	0	9	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0
